FID,年份,X_97,Y_97,資料來源
1899,2017,179910.81,2619120.87,中央災害應變中心
1900,2017,277137.43,2568520.19,中央災害應變中心
1901,2017,278768.68,2569715.01,中央災害應變中心
1902,2017,193516.34,2619307.53,中央災害應變中心
1903,2017,189049.41,2618702.68,中央災害應變中心
1904,2017,194889.98,2617278.08,中央災害應變中心
1905,2017,187983.86,2619039.50,中央災害應變中心
1906,2017,183616.70,2618539.68,中央災害應變中心
1907,2017,186172.75,2618263.76,中央災害應變中心
1908,2017,178793.99,2607002.60,中央災害應變中心
1909,2017,178640.70,2617430.95,中央災害應變中心
1910,2017,209905.29,2623625.01,中央災害應變中心
1911,2017,281969.78,2765157.39,中央災害應變中心
1912,2017,201311.85,2623739.59,中央災害應變中心
1913,2017,311783.89,2772866.03,經濟部水利署
1914,2017,178937.08,2606957.73,中央災害應變中心
1915,2017,197962.17,2650170.21,中央災害應變中心
1916,2017,218276.31,2627735.36,中央災害應變中心
1917,2017,235088.61,2624348.77,中央災害應變中心
1918,2017,218503.30,2627586.13,中央災害應變中心
1919,2017,216974.55,2626736.91,中央災害應變中心
1920,2017,216631.21,2626475.55,中央災害應變中心
1921,2017,218703.39,2628030.62,中央災害應變中心
1922,2017,220315.93,2629210.04,中央災害應變中心
1923,2017,215803.23,2626695.52,中央災害應變中心
1924,2017,218533.36,2628415.76,中央災害應變中心
1925,2017,222758.81,2634463.29,中央災害應變中心
1926,2017,218012.47,2625967.09,中央災害應變中心
1927,2017,297887.74,2774589.53,中央災害應變中心
1928,2017,181368.02,2513445.94,中央災害應變中心
1929,2017,235195.66,2625657.91,中央災害應變中心
1930,2017,223605.69,2630342.33,中央災害應變中心
1931,2017,235727.95,2638341.22,中央災害應變中心
1932,2017,220162.08,2634622.35,中央災害應變中心
1933,2017,177114.59,2512359.25,中央災害應變中心
1934,2017,308243.81,2769768.79,中央災害應變中心
1935,2017,218390.43,2627669.14,中央災害應變中心
1936,2017,300370.64,2778926.88,中央災害應變中心
1937,2017,298837.46,2777585.31,中央災害應變中心
1938,2017,298837.46,2777585.31,中央災害應變中心
1939,2017,297203.76,2780045.41,中央災害應變中心
1940,2017,301733.26,2775495.04,中央災害應變中心
1941,2017,177369.01,2512210.74,中央災害應變中心
1942,2017,305512.46,2770497.34,中央災害應變中心
1943,2017,177390.77,2508873.54,中央災害應變中心
1944,2017,317082.02,2777375.23,中央災害應變中心
1945,2017,218012.47,2625967.09,中央災害應變中心
1946,2017,218012.47,2625967.09,中央災害應變中心
1947,2017,301400.17,2778989.34,中央災害應變中心
1948,2017,307118.77,2770586.19,中央災害應變中心
1949,2017,300755.78,2779358.51,中央災害應變中心
1950,2017,206844.76,2635024.08,中央災害應變中心
1951,2017,196584.65,2646532.67,中央災害應變中心
1952,2017,205717.29,2649438.57,中央災害應變中心
1953,2017,296393.62,2773881.23,中央災害應變中心
1954,2017,291502.47,2783391.16,中央災害應變中心
1955,2017,290882.55,2782421.27,中央災害應變中心
1956,2017,289668.58,2778796.20,中央災害應變中心
1957,2017,223584.16,2653281.78,中央災害應變中心
1958,2017,260342.67,2762528.40,中央災害應變中心
1959,2017,297879.70,2760932.41,中央災害應變中心
1960,2017,309743.84,2775651.12,中央災害應變中心
1961,2017,301840.66,2774346.27,中央災害應變中心
1962,2017,303890.08,2771940.99,中央災害應變中心
1963,2017,302396.50,2772845.60,中央災害應變中心
1964,2017,297280.06,2780086.28,中央災害應變中心
1965,2017,301846.47,2774402.94,中央災害應變中心
1966,2017,305812.99,2775447.45,中央災害應變中心
1967,2017,301949.08,2773084.54,中央災害應變中心
1968,2017,304076.84,2778995.03,中央災害應變中心
1969,2017,304799.43,2771097.25,中央災害應變中心
1970,2017,300297.85,2777855.59,中央災害應變中心
1971,2017,308268.65,2769731.03,中央災害應變中心
1972,2017,269567.24,2767789.03,中央災害應變中心
1973,2017,291496.15,2768892.97,中央災害應變中心
1974,2017,299237.86,2772238.23,中央災害應變中心
1975,2017,296490.40,2768575.80,中央災害應變中心
1976,2017,281269.48,2761737.83,中央災害應變中心
1977,2017,221151.06,2652659.74,中央災害應變中心
1978,2017,299224.20,2772103.69,中央災害應變中心
1979,2017,247248.53,2662363.13,中央災害應變中心
1980,2017,214748.90,2652023.14,中央災害應變中心
1981,2017,217738.39,2652019.85,中央災害應變中心
1982,2017,287525.65,2761192.27,中央災害應變中心
1983,2017,217082.77,2647011.09,中央災害應變中心
1984,2017,218184.68,2645053.88,中央災害應變中心
1985,2017,293224.11,2770110.72,中央災害應變中心
1986,2017,294450.46,2771869.54,中央災害應變中心
1987,2017,293462.24,2772231.35,中央災害應變中心
1988,2017,218049.34,2651115.60,中央災害應變中心
1989,2017,296900.82,2767872.17,中央災害應變中心
1990,2017,294795.51,2772234.82,中央災害應變中心
1991,2017,293699.86,2772503.17,中央災害應變中心
1992,2017,217116.68,2644609.44,中央災害應變中心
1993,2017,289289.86,2780685.36,中央災害應變中心
1994,2017,296825.92,2770928.74,中央災害應變中心
1995,2017,219916.29,2672112.50,中央災害應變中心
1996,2017,295993.54,2783471.32,中央災害應變中心
1997,2017,227083.02,2567396.58,中央災害應變中心
1998,2017,292006.93,2783222.61,中央災害應變中心
1999,2017,292931.65,2765952.62,中央災害應變中心
2000,2017,297642.48,2771015.79,中央災害應變中心
2001,2017,288143.94,2758954.09,中央災害應變中心
2002,2017,255410.30,2763300.47,中央災害應變中心
2003,2017,298601.31,2775651.47,中央災害應變中心
2004,2017,242027.08,2652429.19,中央災害應變中心
2005,2017,218957.74,2649124.04,中央災害應變中心
2006,2017,298740.22,2764223.46,中央災害應變中心
2007,2017,292842.84,2768692.43,中央災害應變中心
2008,2017,218829.00,2649333.00,中央災害應變中心
2009,2017,290810.02,2782363.19,中央災害應變中心
2010,2017,314813.90,2773343.03,中央災害應變中心
2011,2017,295782.93,2769869.81,中央災害應變中心
2012,2017,291513.72,2783367.88,中央災害應變中心
2013,2017,290830.94,2782519.69,中央災害應變中心
2014,2017,293694.29,2783399.70,中央災害應變中心
2015,2017,291532.18,2783347.79,中央災害應變中心
2016,2017,296475.92,2776264.24,中央災害應變中心
2017,2017,291000.11,2783655.17,中央災害應變中心
2018,2017,269535.74,2771757.87,中央災害應變中心
2019,2017,295233.41,2781337.38,中央災害應變中心
2020,2017,296961.14,2773202.11,中央災害應變中心
2021,2017,287841.49,2773549.64,中央災害應變中心
2022,2017,282054.97,2766337.33,中央災害應變中心
2023,2017,299547.09,2776933.67,中央災害應變中心
2024,2017,281356.17,2762791.27,中央災害應變中心
2025,2017,303355.34,2765074.38,中央災害應變中心
2026,2017,295968.99,2773769.08,中央災害應變中心
2027,2017,293675.39,2772518.38,中央災害應變中心
2028,2017,293859.27,2771066.48,中央災害應變中心
2029,2017,294213.69,2775495.09,中央災害應變中心
2030,2017,298377.77,2780941.97,中央災害應變中心
2031,2017,285290.18,2767734.31,中央災害應變中心
2032,2017,188160.38,2612651.18,中央災害應變中心
2033,2017,293506.44,2765473.76,中央災害應變中心
2034,2017,280062.80,2762351.74,中央災害應變中心
2035,2017,280010.59,2766157.28,中央災害應變中心
2036,2017,281528.56,2764739.18,中央災害應變中心
2037,2017,286640.99,2768180.53,中央災害應變中心
2038,2017,298621.76,2774094.90,中央災害應變中心
2039,2017,294000.55,2770181.67,中央災害應變中心
2040,2017,271984.69,2759758.22,中央災害應變中心
2041,2017,220148.92,2629281.55,中央災害應變中心
2042,2017,216285.88,2674259.36,中央災害應變中心
2043,2017,217534.43,2627237.19,中央災害應變中心
2044,2017,311262.62,2796951.88,中央災害應變中心
2045,2017,239377.36,2636512.64,中央災害應變中心
2046,2017,275992.51,2778254.59,中央災害應變中心
2047,2017,192681.63,2612138.44,中央災害應變中心
2048,2017,192668.40,2612928.88,中央災害應變中心
2049,2017,308735.08,2774616.16,中央災害應變中心
2050,2017,291109.75,2782528.77,中央災害應變中心
2051,2017,302578.12,2766735.12,中央災害應變中心
2052,2017,194184.46,2610602.53,中央災害應變中心
2053,2017,287354.84,2772574.28,中央災害應變中心
2054,2017,302997.32,2775079.19,中央災害應變中心
2055,2017,294718.67,2784613.68,中央災害應變中心
2056,2017,298743.97,2793420.92,中央災害應變中心
2057,2017,289949.14,2781927.81,中央災害應變中心
2058,2017,293818.51,2783356.11,中央災害應變中心
2059,2017,294354.61,2782863.87,中央災害應變中心
2060,2017,293130.91,2783760.15,中央災害應變中心
2061,2017,293524.79,2783453.56,中央災害應變中心
2062,2017,311413.51,2795973.71,中央災害應變中心
2063,2017,300996.36,2796592.30,中央災害應變中心
2064,2017,292006.11,2783220.38,中央災害應變中心
2065,2017,299393.65,2778011.31,中央災害應變中心
2066,2017,307968.47,2774955.40,中央災害應變中心
2067,2017,310420.00,2775736.67,中央災害應變中心
2068,2017,280238.27,2761498.69,中央災害應變中心
2069,2017,310394.85,2775713.83,中央災害應變中心
2070,2017,277843.05,2763681.68,中央災害應變中心
2071,2017,280438.18,2761691.60,中央災害應變中心
2072,2017,311279.83,2796946.24,中央災害應變中心
2073,2017,308540.21,2774655.83,中央災害應變中心
2074,2017,307537.78,2798790.02,中央災害應變中心
2075,2017,314743.64,2773808.56,中央災害應變中心
2076,2017,300530.79,2794535.50,中央災害應變中心
2077,2017,289553.24,2780271.34,中央災害應變中心
2078,2017,304264.77,2778430.80,中央災害應變中心
2079,2017,305591.52,2776876.07,中央災害應變中心
2080,2017,303200.66,2776214.97,中央災害應變中心
2081,2017,307101.57,2772893.16,中央災害應變中心
2082,2017,303234.72,2777059.39,中央災害應變中心
2083,2017,308359.61,2774332.24,中央災害應變中心
2084,2017,310446.44,2775670.20,中央災害應變中心
2085,2017,303331.44,2771300.34,中央災害應變中心
2086,2017,304964.80,2771470.39,中央災害應變中心
2087,2017,310126.20,2775347.34,中央災害應變中心
2088,2017,302947.68,2776501.41,中央災害應變中心
2089,2017,308779.01,2764298.97,中央災害應變中心
2090,2017,305047.89,2771801.97,中央災害應變中心
2091,2017,300078.14,2779494.27,中央災害應變中心
2092,2017,310461.81,2775745.64,中央災害應變中心
2093,2017,304326.91,2772398.92,中央災害應變中心
2094,2017,305178.52,2771861.95,中央災害應變中心
2095,2017,305206.67,2770622.60,中央災害應變中心
2096,2017,303101.38,2776354.31,中央災害應變中心
2097,2017,300357.75,2779513.14,中央災害應變中心
2098,2017,301543.84,2773860.48,中央災害應變中心
2099,2017,307193.24,2768789.33,中央災害應變中心
2100,2017,300646.51,2779224.15,中央災害應變中心
2101,2017,301691.53,2775500.21,中央災害應變中心
2102,2017,303170.18,2774366.82,中央災害應變中心
2103,2017,302947.68,2777870.81,中央災害應變中心
2104,2017,305730.37,2778953.26,中央災害應變中心
2105,2017,307347.63,2775577.04,中央災害應變中心
2106,2017,312886.95,2774723.81,中央災害應變中心
2107,2017,305481.86,2771614.70,中央災害應變中心
2108,2017,302539.63,2778443.81,中央災害應變中心
2109,2017,304330.03,2772438.04,中央災害應變中心
2110,2017,305607.11,2771871.91,中央災害應變中心
2111,2017,305002.34,2771478.80,中央災害應變中心
2112,2017,304377.32,2772518.60,中央災害應變中心
2113,2017,301088.39,2778783.80,中央災害應變中心
2114,2017,304259.85,2773139.33,中央災害應變中心
2115,2017,304356.48,2772468.12,中央災害應變中心
2116,2017,306800.08,2784278.34,中央災害應變中心
2117,2017,301525.91,2778261.90,中央災害應變中心
2118,2017,303780.88,2771335.50,中央災害應變中心
2119,2017,303578.08,2772917.11,中央災害應變中心
2120,2017,310472.40,2775746.31,中央災害應變中心
2121,2017,303578.08,2772917.11,中央災害應變中心
2122,2017,303729.47,2772655.39,中央災害應變中心
2123,2017,300078.14,2779494.27,中央災害應變中心
2124,2017,305550.79,2772560.50,中央災害應變中心
2125,2017,308351.14,2774340.12,中央災害應變中心
2126,2017,302500.79,2770643.00,中央災害應變中心
2127,2017,303880.46,2772648.73,中央災害應變中心
2128,2017,303097.48,2776330.83,中央災害應變中心
2129,2017,305608.07,2771771.11,中央災害應變中心
2130,2017,308030.50,2769131.59,中央災害應變中心
2131,2017,305389.81,2771614.95,中央災害應變中心
2132,2017,303892.43,2772911.65,中央災害應變中心
2133,2017,300394.95,2778929.10,中央災害應變中心
2134,2017,303383.25,2772837.27,中央災害應變中心
2135,2017,308243.81,2769768.79,中央災害應變中心
2136,2017,303228.79,2772814.62,中央災害應變中心
2137,2017,300714.72,2779151.85,中央災害應變中心
2138,2017,304864.49,2771267.28,中央災害應變中心
2139,2017,304980.10,2775131.17,中央災害應變中心
2140,2017,304768.19,2771234.59,中央災害應變中心
2141,2017,301504.61,2775196.57,中央災害應變中心
2142,2017,312572.07,2774356.22,中央災害應變中心
2143,2017,305101.18,2776564.25,中央災害應變中心
2144,2017,305924.34,2770896.31,中央災害應變中心
2145,2017,305631.39,2770608.23,中央災害應變中心
2146,2017,305475.14,2770670.45,中央災害應變中心
2147,2017,305595.78,2770710.21,中央災害應變中心
2148,2017,304484.37,2772514.56,中央災害應變中心
2149,2017,302278.20,2772544.49,中央災害應變中心
2150,2017,305690.90,2770499.10,中央災害應變中心
2151,2017,304331.76,2772398.26,中央災害應變中心
2152,2017,306477.47,2775682.15,中央災害應變中心
2153,2017,299035.46,2777627.91,中央災害應變中心
2154,2017,305913.85,2775450.19,中央災害應變中心
2155,2017,309455.51,2771799.88,中央災害應變中心
2156,2017,305112.40,2775073.12,中央災害應變中心
2157,2017,301578.59,2778105.50,中央災害應變中心
2158,2017,305101.18,2776564.25,中央災害應變中心
2159,2017,305100.78,2775105.94,中央災害應變中心
2160,2017,310427.62,2771849.57,中央災害應變中心
2161,2017,308331.43,2774378.35,中央災害應變中心
2162,2017,303356.96,2771961.63,中央災害應變中心
2163,2017,305259.53,2774478.18,中央災害應變中心
2164,2017,305433.92,2782646.10,中央災害應變中心
2165,2017,305799.13,2772465.85,中央災害應變中心
2166,2017,302073.04,2770777.09,中央災害應變中心
2167,2017,302155.54,2771516.33,中央災害應變中心
2168,2017,304987.45,2774880.11,中央災害應變中心
2169,2017,313053.31,2775319.46,中央災害應變中心
2170,2017,302279.00,2772348.99,中央災害應變中心
2171,2017,308611.59,2774671.26,中央災害應變中心
2172,2017,303297.18,2774519.62,中央災害應變中心
2173,2017,306484.62,2775693.39,中央災害應變中心
2174,2017,304394.37,2772387.67,中央災害應變中心
2175,2017,302276.87,2772532.46,中央災害應變中心
2176,2017,308873.59,2774621.84,中央災害應變中心
2177,2017,300101.55,2768527.18,中央災害應變中心
2178,2017,303783.05,2772563.40,中央災害應變中心
2179,2017,308790.48,2771967.85,中央災害應變中心
2180,2017,305476.16,2771630.56,中央災害應變中心
2181,2017,305016.22,2775031.11,中央災害應變中心
2182,2017,307293.38,2773127.60,中央災害應變中心
2183,2017,301598.30,2774587.45,中央災害應變中心
2184,2017,311634.43,2772999.39,中央災害應變中心
2185,2017,301845.49,2775935.74,中央災害應變中心
2186,2017,305230.37,2770714.84,中央災害應變中心
2187,2017,303455.96,2771627.95,中央災害應變中心
2188,2017,303737.15,2772681.54,中央災害應變中心
2189,2017,302251.10,2777276.30,中央災害應變中心
2190,2017,314796.48,2783086.51,中央災害應變中心
2191,2017,311798.39,2772845.19,中央災害應變中心
2192,2017,305554.19,2772360.73,中央災害應變中心
2193,2017,297244.36,2774962.71,中央災害應變中心
2194,2017,303737.15,2772681.54,中央災害應變中心
2195,2017,297668.35,2793936.64,中央災害應變中心
2196,2017,298131.38,2794627.86,中央災害應變中心
2197,2017,301209.06,2795942.75,中央災害應變中心
2198,2017,314866.88,2789780.60,中央災害應變中心
2199,2017,296987.66,2793521.11,中央災害應變中心
2200,2017,301918.17,2796380.59,中央災害應變中心
2201,2017,313448.27,2791545.40,中央災害應變中心
2202,2017,319312.16,2785917.76,中央災害應變中心
2203,2017,298131.38,2794627.86,中央災害應變中心
2204,2017,314359.67,2790206.89,中央災害應變中心
2205,2017,314378.85,2790454.93,中央災害應變中心
2206,2017,304993.53,2797923.13,中央災害應變中心
2207,2017,315669.47,2789054.30,中央災害應變中心
2208,2017,315538.50,2789134.34,中央災害應變中心
2209,2017,303058.84,2777052.97,中央災害應變中心
2210,2017,302103.88,2775315.06,中央災害應變中心
2211,2017,303013.60,2776297.06,中央災害應變中心
2212,2017,300378.06,2781557.63,中央災害應變中心
2213,2017,303264.58,2778333.67,中央災害應變中心
2214,2017,314781.73,2777792.47,中央災害應變中心
2215,2017,294604.17,2775850.72,中央災害應變中心
2216,2017,302805.21,2777297.12,中央災害應變中心
2217,2017,308356.17,2774339.65,中央災害應變中心
2218,2017,311295.60,2776822.38,中央災害應變中心
2219,2017,306011.08,2778892.92,中央災害應變中心
2220,2017,303358.58,2777571.94,中央災害應變中心
2221,2017,300924.01,2781210.56,中央災害應變中心
2222,2017,302767.56,2772439.07,中央災害應變中心
2223,2017,302481.40,2772198.18,中央災害應變中心
2224,2017,311615.22,2773106.50,中央災害應變中心
2225,2017,312336.34,2773278.05,中央災害應變中心
2226,2017,311798.39,2772845.19,中央災害應變中心
2227,2017,305061.08,2775028.68,中央災害應變中心
2228,2017,303562.15,2772802.90,中央災害應變中心
2229,2017,306345.57,2772099.36,中央災害應變中心
2230,2017,308183.43,2771462.57,中央災害應變中心
2231,2017,309752.47,2775410.56,中央災害應變中心
2232,2017,301838.07,2773697.29,中央災害應變中心
2233,2017,302173.32,2772951.96,中央災害應變中心
2234,2017,303321.65,2774487.21,中央災害應變中心
2235,2017,304766.62,2771246.16,中央災害應變中心
2236,2017,301146.74,2775754.14,中央災害應變中心
2237,2017,303490.15,2772824.40,中央災害應變中心
2238,2017,305101.18,2776564.25,中央災害應變中心
2239,2017,301504.61,2775196.57,中央災害應變中心
2240,2017,309736.63,2775439.46,中央災害應變中心
2241,2017,302770.05,2772483.88,中央災害應變中心
2242,2017,304763.60,2771236.76,中央災害應變中心
2243,2017,302392.93,2772555.18,中央災害應變中心
2244,2017,305014.93,2770431.15,中央災害應變中心
2245,2017,306270.66,2771868.07,中央災害應變中心
2246,2017,300733.04,2770487.16,中央災害應變中心
2247,2017,300566.38,2779429.30,中央災害應變中心
2248,2017,305253.08,2770651.10,中央災害應變中心
2249,2017,305197.19,2771913.21,中央災害應變中心
2250,2017,307739.44,2773083.18,中央災害應變中心
2251,2017,305219.18,2770665.07,中央災害應變中心
2252,2017,301877.00,2788162.66,中央災害應變中心
2253,2017,307126.13,2771712.88,中央災害應變中心
2254,2017,304464.48,2772401.18,中央災害應變中心
2255,2017,305939.75,2775427.16,中央災害應變中心
2256,2017,300863.22,2779572.05,中央災害應變中心
2257,2017,307307.93,2773127.60,中央災害應變中心
2258,2017,303331.44,2771300.34,中央災害應變中心
2259,2017,305542.15,2772308.60,中央災害應變中心
2260,2017,304415.48,2772449.21,中央災害應變中心
2261,2017,304403.57,2772679.66,中央災害應變中心
2262,2017,297866.58,2775563.86,中央災害應變中心
2263,2017,298520.10,2774719.84,中央災害應變中心
2264,2017,298573.77,2774456.17,中央災害應變中心
2265,2017,298858.34,2772154.12,中央災害應變中心
2266,2017,303890.08,2771940.99,中央災害應變中心
2267,2017,295189.76,2781441.94,中央災害應變中心
2268,2017,302251.90,2777280.66,中央災害應變中心
2269,2017,299715.35,2774576.65,中央災害應變中心
2270,2017,299380.51,2775111.65,中央災害應變中心
2271,2017,302639.80,2776342.60,中央災害應變中心
2272,2017,310678.32,2775130.55,中央災害應變中心
2273,2017,299971.85,2774981.34,中央災害應變中心
2274,2017,299583.24,2775147.11,中央災害應變中心
2275,2017,297968.50,2774025.19,中央災害應變中心
2276,2017,295503.57,2784151.67,中央災害應變中心
2277,2017,300495.45,2778800.59,中央災害應變中心
2278,2017,299099.49,2772409.58,中央災害應變中心
2279,2017,294301.04,2782906.15,中央災害應變中心
2280,2017,300050.97,2773216.49,中央災害應變中心
2281,2017,298152.28,2772363.87,中央災害應變中心
2282,2017,299180.19,2774968.70,中央災害應變中心
2283,2017,294634.60,2775791.19,中央災害應變中心
2284,2017,319385.04,2785508.08,中央災害應變中心
2285,2017,299549.37,2775125.28,中央災害應變中心
2286,2017,300498.56,2778565.05,中央災害應變中心
2287,2017,300527.72,2773587.75,中央災害應變中心
2288,2017,302874.52,2772559.99,中央災害應變中心
2289,2017,299330.79,2774617.50,中央災害應變中心
2290,2017,299028.52,2775716.27,中央災害應變中心
2291,2017,299219.85,2775525.51,中央災害應變中心
2292,2017,296849.18,2775953.47,中央災害應變中心
2293,2017,314275.83,2790452.68,中央災害應變中心
2294,2017,298828.90,2774629.63,中央災害應變中心
2295,2017,297633.10,2772463.10,中央災害應變中心
2296,2017,305140.86,2769820.90,中央災害應變中心
2297,2017,297822.37,2766535.03,中央災害應變中心
2298,2017,303890.08,2771940.99,中央災害應變中心
2299,2017,297251.98,2775289.85,中央災害應變中心
2300,2017,299108.74,2775640.23,中央災害應變中心
2301,2017,307033.07,2775084.16,中央災害應變中心
2302,2017,293967.99,2773780.68,中央災害應變中心
2303,2017,297090.71,2770611.68,中央災害應變中心
2304,2017,297633.10,2772430.03,中央災害應變中心
2305,2017,296714.81,2767034.43,中央災害應變中心
2306,2017,300228.33,2772781.00,中央災害應變中心
2307,2017,300234.94,2772763.14,中央災害應變中心
2308,2017,299232.01,2792309.75,中央災害應變中心
2309,2017,299302.83,2774862.80,中央災害應變中心
2310,2017,289963.32,2758615.76,中央災害應變中心
2311,2017,306361.23,2793269.64,中央災害應變中心
2312,2017,312448.30,2771540.51,中央災害應變中心
2313,2017,304709.67,2762309.95,中央災害應變中心
2314,2017,294659.93,2784941.08,中央災害應變中心
2315,2017,315327.10,2789310.32,中央災害應變中心
2316,2017,315161.74,2789423.43,中央災害應變中心
2317,2017,315490.31,2789159.34,中央災害應變中心
2318,2017,294702.76,2784741.95,中央災害應變中心
2319,2017,315156.37,2770918.80,中央災害應變中心
2320,2017,297584.07,2793860.16,中央災害應變中心
2321,2017,315750.92,2789062.10,中央災害應變中心
2322,2017,313841.95,2790869.87,中央災害應變中心
2323,2017,313541.83,2792329.88,中央災害應變中心
2324,2017,315002.15,2789625.66,中央災害應變中心
2325,2017,295679.32,2789724.82,中央災害應變中心
2326,2017,296348.36,2781628.61,中央災害應變中心
2327,2017,295139.94,2781601.40,中央災害應變中心
2328,2017,296433.69,2780127.10,中央災害應變中心
2329,2017,293310.35,2783697.56,中央災害應變中心
2330,2017,294742.69,2784935.90,中央災害應變中心
2331,2017,296991.63,2793520.45,中央災害應變中心
2332,2017,294966.46,2785288.75,中央災害應變中心
2333,2017,294671.11,2784735.44,中央災害應變中心
2334,2017,294674.82,2784756.49,中央災害應變中心
2335,2017,305546.38,2796836.69,中央災害應變中心
2336,2017,295400.55,2780857.92,中央災害應變中心
2337,2017,294680.11,2784812.71,中央災害應變中心
2338,2017,296349.63,2781305.00,中央災害應變中心
2339,2017,298248.06,2780974.10,中央災害應變中心
2340,2017,302588.37,2779500.02,中央災害應變中心
2341,2017,299887.93,2781009.43,中央災害應變中心
2342,2017,299135.00,2777355.46,中央災害應變中心
2343,2017,302174.06,2778915.21,中央災害應變中心
2344,2017,301971.11,2778298.99,中央災害應變中心
2345,2017,300934.71,2780250.87,中央災害應變中心
2346,2017,300508.04,2778836.54,中央災害應變中心
2347,2017,302279.35,2778743.32,中央災害應變中心
2348,2017,301648.05,2781073.84,中央災害應變中心
2349,2017,304479.50,2775123.95,中央災害應變中心
2350,2017,304962.74,2776432.67,中央災害應變中心
2351,2017,306520.30,2775971.19,中央災害應變中心
2352,2017,304491.45,2777965.91,中央災害應變中心
2353,2017,304000.09,2778325.04,中央災害應變中心
2354,2017,300894.13,2780264.60,中央災害應變中心
2355,2017,309217.24,2771099.88,中央災害應變中心
2356,2017,302900.47,2777120.87,中央災害應變中心
2357,2017,302795.86,2777562.02,中央災害應變中心
2358,2017,303574.88,2772819.97,中央災害應變中心
2359,2017,301884.26,2778012.88,中央災害應變中心
2360,2017,300081.38,2769348.16,中央災害應變中心
2361,2017,304404.10,2772449.61,中央災害應變中心
2362,2017,307291.00,2775707.15,中央災害應變中心
2363,2017,311789.39,2772845.19,中央災害應變中心
2364,2017,302405.25,2772153.12,中央災害應變中心
2365,2017,301922.40,2772695.79,中央災害應變中心
2366,2017,301837.09,2773394.07,中央災害應變中心
2367,2017,302168.98,2772417.96,中央災害應變中心
2368,2017,301836.33,2773478.11,中央災害應變中心
2369,2017,303609.44,2772872.08,中央災害應變中心
2370,2017,302212.80,2772217.99,中央災害應變中心
2371,2017,303469.17,2773017.44,中央災害應變中心
2372,2017,305712.22,2771870.58,中央災害應變中心
2373,2017,302752.44,2772554.40,中央災害應變中心
2374,2017,304876.37,2771623.25,中央災害應變中心
2375,2017,303588.60,2772802.85,中央災害應變中心
2376,2017,305119.19,2772981.49,中央災害應變中心
2377,2017,306648.99,2771969.85,中央災害應變中心
2378,2017,305550.79,2772560.50,中央災害應變中心
2379,2017,305607.41,2771872.29,中央災害應變中心
2380,2017,306483.18,2771862.28,中央災害應變中心
2381,2017,306941.88,2772572.92,中央災害應變中心
2382,2017,303211.89,2773220.41,中央災害應變中心
2383,2017,301075.13,2778810.62,中央災害應變中心
2384,2017,302057.06,2773015.23,中央災害應變中心
2385,2017,302199.52,2772216.50,中央災害應變中心
2386,2017,305383.03,2772093.83,中央災害應變中心
2387,2017,304779.32,2771129.79,中央災害應變中心
2388,2017,310558.15,2775687.58,中央災害應變中心
2389,2017,304962.91,2774887.38,中央災害應變中心
2390,2017,294153.20,2773478.39,中央災害應變中心
2391,2017,305217.99,2771862.58,中央災害應變中心
2392,2017,308717.85,2774699.63,中央災害應變中心
2393,2017,308124.13,2766839.25,中央災害應變中心
2394,2017,302236.22,2777497.12,中央災害應變中心
2395,2017,305225.74,2770716.43,中央災害應變中心
2396,2017,305411.80,2771612.51,中央災害應變中心
2397,2017,306456.80,2775971.19,中央災害應變中心
2398,2017,310420.00,2775736.67,中央災害應變中心
2399,2017,304874.54,2771269.00,中央災害應變中心
2400,2017,294540.06,2775861.43,中央災害應變中心
2401,2017,302877.17,2772561.31,中央災害應變中心
2402,2017,303870.15,2773052.72,中央災害應變中心
2403,2017,305529.63,2771630.14,中央災害應變中心
2404,2017,304786.37,2772611.92,中央災害應變中心
2405,2017,301761.92,2770563.48,中央災害應變中心
2406,2017,302268.15,2772218.96,中央災害應變中心
2407,2017,301554.14,2773864.98,中央災害應變中心
2408,2017,301429.53,2772253.40,中央災害應變中心
2409,2017,304903.44,2771063.84,中央災害應變中心
2410,2017,305377.74,2771927.81,中央災害應變中心
2411,2017,305388.32,2771615.60,中央災害應變中心
2412,2017,303257.67,2776267.56,中央災害應變中心
2413,2017,312279.78,2774472.38,中央災害應變中心
2414,2017,308039.34,2776408.75,中央災害應變中心
2415,2017,306861.61,2772197.57,中央災害應變中心
2416,2017,306937.28,2772613.23,中央災害應變中心
2417,2017,307408.41,2773686.78,中央災害應變中心
2418,2017,301695.06,2775237.01,中央災害應變中心
2419,2017,307307.93,2773127.60,中央災害應變中心
2420,2017,298653.40,2777601.88,中央災害應變中心
2421,2017,304257.49,2770377.19,中央災害應變中心
2422,2017,303159.27,2775539.63,中央災害應變中心
2423,2017,303923.89,2764904.84,中央災害應變中心
2424,2017,300833.41,2779613.78,中央災害應變中心
2425,2017,301034.35,2776910.43,中央災害應變中心
2426,2017,300514.18,2780028.23,中央災害應變中心
2427,2017,312306.41,2773441.79,中央災害應變中心
2428,2017,312481.89,2774041.63,中央災害應變中心
2429,2017,301073.51,2781790.45,中央災害應變中心
2430,2017,300390.07,2781559.99,中央災害應變中心
2431,2017,296278.31,2774534.48,中央災害應變中心
2432,2017,305606.54,2771902.28,中央災害應變中心
2433,2017,305592.16,2771626.98,中央災害應變中心
2434,2017,301384.83,2773805.60,中央災害應變中心
2435,2017,301012.72,2776641.98,中央災害應變中心
